<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
160524;000000;1868.7000000;1887.4800000;1868.7000000;1884.1200000;24437513155
160525;000000;1889.4200000;1910.7000000;1889.4200000;1898.7500000;36365333613
160526;000000;1905.8100000;1931.7800000;1895.6300000;1914.3100000;41396804389
160527;000000;1913.1800000;1930.8000000;1910.1100000;1927.5800000;30286290701
160530;000000;1931.0700000;1938.1400000;1918.7600000;1935.5400000;15057719019
160531;000000;1938.0300000;1939.8400000;1899.0100000;1899.0100000;48375486498
160601;000000;1899.1400000;1906.8600000;1888.8800000;1893.1800000;33213115681
160602;000000;1895.2700000;1898.9000000;1876.5800000;1890.7800000;28496532926
160603;000000;1896.9500000;1913.7400000;1877.8900000;1886.8400000;31785366518
160606;000000;1893.0500000;1920.9100000;1893.0500000;1915.5400000;29453503695
160607;000000;1917.2100000;1954.4900000;1914.5600000;1951.2600000;39892902713
160608;000000;1953.7500000;1960.7500000;1937.6200000;1951.5500000;37792811443
160609;000000;1951.8000000;1952.4200000;1927.7200000;1934.9200000;29665492694
160610;000000;1926.9100000;1930.2600000;1903.6100000;1903.6100000;28777726521
160614;000000;1901.6800000;1903.5400000;1875.2700000;1885.9200000;40744702428
160615;000000;1883.9400000;1898.3100000;1880.5500000;1889.7500000;37845672069
160616;000000;1884.2200000;1884.9100000;1853.3600000;1869.7800000;32471422864
160617;000000;1875.9600000;1896.2800000;1871.8800000;1877.0700000;32165919231
160620;000000;1891.9300000;1906.4600000;1891.0000000;1902.7000000;23905965961
160621;000000;1902.4400000;1910.2500000;1884.6400000;1904.0200000;25623356487
160622;000000;1908.0600000;1912.9600000;1892.1600000;1896.7000000;21610632336
160623;000000;1894.1600000;1919.2700000;1883.1800000;1919.2700000;25896840624
160624;000000;1861.3100000;1884.9400000;1846.9100000;1884.4100000;42616365043
160627;000000;1883.7600000;1887.7500000;1841.7300000;1841.7300000;35117877018
160628;000000;1850.7500000;1863.5300000;1844.8000000;1857.2300000;29870702867
160629;000000;1862.2500000;1888.1500000;1862.2500000;1888.1500000;25498709169
160630;000000;1886.4700000;1897.3600000;1879.3300000;1891.0900000;27812443502
160701;000000;1891.0300000;1900.4100000;1880.6300000;1896.6200000;21687427919
160704;000000;1899.8900000;1913.4800000;1896.4000000;1907.4800000;21216107420
160705;000000;1904.0300000;1904.0600000;1887.0500000;1895.6400000;20236309790
160706;000000;1892.2600000;1896.7100000;1871.4700000;1879.4200000;26739811593
160707;000000;1887.1200000;1901.5700000;1878.4700000;1882.4100000;31628682372
160708;000000;1873.4900000;1896.8200000;1860.5500000;1894.3500000;35441247831
160711;000000;1891.0500000;1914.3100000;1887.1000000;1913.1200000;28424172954
160712;000000;1913.8400000;1942.6900000;1911.9100000;1938.3600000;33035090032
160713;000000;1937.3500000;1945.7600000;1928.5000000;1935.8800000;38363975761
160714;000000;1936.9500000;1944.8500000;1921.7500000;1942.4600000;32624830442
160715;000000;1931.6600000;1943.6300000;1928.5700000;1940.8500000;36466881812
160718;000000;1936.5100000;1948.5400000;1920.1800000;1936.0700000;30425666764
160719;000000;1919.7300000;1929.1100000;1903.1000000;1915.8900000;32775563013
160720;000000;1915.4900000;1921.2300000;1896.0000000;1915.0900000;27902451635
160721;000000;1920.0100000;1930.7900000;1911.8700000;1927.7000000;18906372937
160722;000000;1923.8000000;1933.7600000;1922.8500000;1926.9000000;17663520714
160725;000000;1929.9300000;1942.9800000;1922.2200000;1931.7800000;27254066779
160726;000000;1932.5400000;1940.2600000;1917.9600000;1938.5200000;30456088568
160727;000000;1938.2600000;1941.1500000;1928.3200000;1938.6500000;27938465894
160728;000000;1938.0100000;1959.8600000;1932.6300000;1954.4500000;26728191998
160729;000000;1952.8200000;1955.0700000;1939.2800000;1944.6200000;30860260699
160801;000000;1950.4900000;1964.2700000;1941.5800000;1947.3600000;24577652412
160802;000000;1946.3100000;1946.6500000;1908.8900000;1912.6900000;28399165388
160803;000000;1913.1400000;1922.8600000;1902.7400000;1919.1500000;23233306954
160804;000000;1924.9700000;1945.1400000;1924.9700000;1944.9400000;24129989572
160805;000000;1945.9300000;1952.3500000;1931.0100000;1944.3100000;21406486898
160808;000000;1948.5100000;1956.9900000;1947.2200000;1956.9900000;20113294541
160809;000000;1954.0500000;1964.5800000;1948.8900000;1956.4200000;22801536967
160810;000000;1956.3300000;1959.9900000;1940.6300000;1942.6700000;21488774846
160811;000000;1941.3200000;1952.1800000;1933.2700000;1952.1800000;21909224810
160812;000000;1955.1600000;1968.1800000;1952.5600000;1967.1800000;23361605096
160815;000000;1969.9600000;1983.1000000;1964.8400000;1977.2800000;24312001591
160816;000000;1977.7600000;1994.3300000;1967.3700000;1975.8000000;28709861841
160817;000000;1971.4900000;1973.0200000;1959.4400000;1969.1900000;25229268898
160818;000000;1971.2600000;1976.7100000;1961.3500000;1970.0700000;25565625859
160819;000000;1972.8900000;1974.4000000;1959.7200000;1959.7200000;19768199622
160822;000000;1956.4600000;1979.0900000;1948.3500000;1979.0900000;20450956430
160823;000000;1976.0700000;1992.5500000;1973.4300000;1989.5100000;23113177117
160824;000000;1988.0800000;1989.4300000;1974.8900000;1983.5900000;20927683750
160825;000000;1983.2200000;1987.3500000;1969.5300000;1985.5600000;30205974337
160826;000000;1984.6800000;1997.1000000;1976.8700000;1993.3500000;30444029753
160829;000000;1985.9900000;1986.7200000;1970.5300000;1986.7200000;19262464914
160830;000000;1989.0300000;1999.1400000;1983.8400000;1985.6900000;22499082585
160831;000000;1985.8400000;1988.5600000;1966.8800000;1971.5900000;20847871121
160901;000000;1976.2600000;1982.2600000;1969.4800000;1976.9100000;22144993785
160902;000000;1978.1600000;2006.2500000;1976.6200000;2003.7700000;27771307189
160905;000000;2008.6900000;2019.6500000;2005.4200000;2017.3800000;26492309941
160906;000000;2020.7700000;2040.4200000;2017.5000000;2039.5300000;33030717982
160907;000000;2042.2100000;2060.0300000;2042.1200000;2053.7500000;39263204255
160908;000000;2058.7300000;2063.1300000;2041.0100000;2050.7700000;30940002754
160909;000000;2044.9300000;2045.0400000;2028.2500000;2028.2500000;22587475419
160912;000000;2017.0800000;2021.5800000;2004.4300000;2019.9000000;30435978233
160913;000000;2020.6000000;2026.5700000;2001.3400000;2004.5000000;21810151968
160914;000000;2003.7400000;2010.4700000;1995.7000000;2004.4800000;23750715488
160915;000000;2003.2000000;2004.6500000;1982.9500000;1996.5800000;28369697323
160916;000000;1998.1400000;2004.3700000;1967.3100000;1981.9600000;32725452545
160919;000000;1984.4600000;1993.4900000;1981.3900000;1986.9700000;23509153108
160920;000000;1984.9700000;1991.8500000;1969.4100000;1991.7800000;22024871194
160921;000000;1995.1300000;2004.1000000;1988.6400000;1997.6700000;23034912380
160922;000000;2007.1200000;2025.3000000;2001.0700000;2025.3000000;31315037464
160923;000000;2022.2800000;2022.2800000;1995.1400000;2011.8300000;26324790043
160926;000000;2003.4800000;2007.2500000;1993.3300000;1997.9400000;23793104426
160927;000000;1999.9300000;1999.9300000;1975.5200000;1975.5200000;24694472846
160928;000000;1977.3500000;1993.9300000;1975.8400000;1980.6800000;22889123570
160929;000000;1996.9900000;2006.5900000;1994.8800000;1996.1200000;24935420420
160930;000000;1986.0800000;1988.3900000;1975.2300000;1978.0000000;28491525257
161003;000000;1981.0200000;1993.5500000;1975.7400000;1986.8000000;24659115357
161004;000000;1987.6100000;1989.3200000;1975.9600000;1985.0200000;22939397746
161005;000000;1985.0500000;1985.0500000;1962.1400000;1975.8500000;25902947212
161006;000000;1975.2600000;1983.8800000;1967.7500000;1983.8800000;21211360146
161007;000000;1985.0400000;1993.6500000;1974.8900000;1980.0200000;26582545057
161010;000000;1981.1100000;2002.5300000;1977.4300000;2001.1000000;26690325827
161011;000000;2000.4600000;2006.6600000;1995.9300000;2001.4200000;26822042306
161012;000000;1999.6000000;2005.1700000;1986.7000000;1993.3500000;25187554322
161013;000000;1987.8400000;1989.9300000;1970.8600000;1976.3700000;25155937370
161014;000000;1976.3400000;1978.9600000;1962.3500000;1966.3900000;19808342681
161017;000000;1964.6600000;1965.8300000;1954.8100000;1956.9500000;22692697600
161018;000000;1958.2800000;1974.0100000;1958.2800000;1969.1100000;20980144729
161019;000000;1971.9000000;1973.2400000;1961.3900000;1967.5000000;18092691005
161020;000000;1967.5200000;1968.1100000;1956.6100000;1957.0900000;19181565453
161021;000000;1957.6300000;1960.5600000;1946.7800000;1957.7000000;17455056869
161024;000000;1960.9700000;1970.3600000;1957.6500000;1962.7900000;21496951683
161025;000000;1965.6300000;1987.0700000;1962.2400000;1977.1900000;25551133600
161026;000000;1975.3600000;1979.4200000;1967.8700000;1974.8100000;20519141060
161027;000000;1975.1600000;1986.5300000;1973.2700000;1979.8000000;22362176705
161028;000000;1979.8700000;1982.5100000;1975.4800000;1981.7600000;17498687429
161031;000000;1983.5800000;1992.4800000;1976.2900000;1989.6400000;27818775360
161101;000000;1991.7000000;2003.1400000;1991.7000000;1996.8700000;33035003519
161102;000000;1989.1700000;1990.2200000;1966.3500000;1968.7700000;37096313710
161103;000000;1970.9700000;1971.5500000;1957.5300000;1962.7100000;25324583479
161107;000000;1964.5900000;1970.6100000;1952.6900000;1952.6900000;28632761269
161108;000000;1959.7900000;1973.0700000;1959.7900000;1967.9300000;24479277446
161109;000000;1941.8900000;2011.8100000;1939.6600000;2011.5800000;52718306058
161110;000000;2017.6900000;2076.4400000;2016.9600000;2044.0300000;68230344176
161111;000000;2046.5300000;2054.4200000;2031.9200000;2031.9200000;44464401393
161114;000000;2034.9700000;2047.0300000;2017.2200000;2021.9900000;33026751983
161115;000000;2025.0100000;2032.0400000;2009.3400000;2017.0600000;31823349530
161116;000000;2024.7100000;2049.0100000;2022.8900000;2028.9200000;31623752273
161117;000000;2029.8500000;2045.6500000;2029.3000000;2042.7600000;29562618941
161118;000000;2042.2300000;2048.1900000;2036.2900000;2038.2900000;21163067302
161121;000000;2044.2000000;2059.6700000;2044.2000000;2058.7700000;24992942683
161122;000000;2062.9800000;2074.8900000;2057.7000000;2066.1800000;33323943261
161123;000000;2069.1800000;2085.7500000;2068.6100000;2085.7500000;25786548554
161124;000000;2086.5600000;2107.9600000;2086.5600000;2102.9700000;31605231600
161125;000000;2101.4700000;2106.6000000;2088.4000000;2098.1500000;30965318360
161128;000000;2098.3300000;2104.3400000;2086.3600000;2094.6500000;27396639204
161129;000000;2092.1300000;2098.0000000;2082.7100000;2086.8400000;32499526774
161130;000000;2087.8100000;2116.3800000;2085.8400000;2104.9100000;51771773065
161201;000000;2110.6900000;2128.7000000;2110.6900000;2121.8700000;40906963718
161202;000000;2121.1200000;2137.8200000;2114.9100000;2128.9900000;33619258981
161205;000000;2126.9300000;2163.3900000;2126.9300000;2158.3300000;36015612471
161206;000000;2159.2500000;2177.9400000;2151.0700000;2152.3500000;38483809392
161207;000000;2154.0200000;2165.2100000;2148.5400000;2160.5100000;28719314262
161208;000000;2168.4000000;2207.0200000;2167.9300000;2207.0200000;56852647164
161209;000000;2211.2900000;2220.0100000;2197.4900000;2208.5300000;45346090354
161212;000000;2219.1300000;2242.1700000;2210.0600000;2226.8900000;69318246274
161213;000000;2225.7400000;2247.0200000;2216.9500000;2247.0200000;37702642913
161214;000000;2248.2200000;2258.1000000;2215.1100000;2229.0500000;43639101604
161215;000000;2217.1600000;2240.1400000;2202.3500000;2237.2300000;60298154551
161216;000000;2239.0800000;2251.2300000;2229.3000000;2231.4100000;43502469945
161219;000000;2233.9900000;2235.1200000;2215.6900000;2215.6900000;27257034576
161220;000000;2215.3100000;2233.8400000;2207.3900000;2226.3600000;28490616452
161221;000000;2227.3100000;2237.6000000;2210.7300000;2212.3300000;40851561669
161222;000000;2203.8000000;2203.8000000;2172.3700000;2174.6400000;37392540000
161223;000000;2173.6200000;2188.9900000;2159.5100000;2173.1800000;26343178496
161226;000000;2172.8600000;2186.0200000;2172.2600000;2177.8600000;12076042590
161227;000000;2173.8000000;2190.9100000;2173.8000000;2189.4300000;14891010028
161228;000000;2191.1700000;2201.2100000;2182.9800000;2182.9800000;23747491439
161229;000000;2182.3000000;2210.4900000;2169.4300000;2206.3300000;26111105459
161230;000000;2206.0400000;2232.7200000;2206.0400000;2232.7200000;24039971296
170103;000000;2240.2800000;2293.9900000;2240.2500000;2285.4300000;35361476775
170104;000000;2284.6100000;2284.6100000;2251.7500000;2263.9000000;25110003543
170105;000000;2265.7200000;2270.9400000;2213.4500000;2220.3500000;27415124274
170106;000000;2221.3600000;2230.4100000;2195.4400000;2213.9300000;20165327203
170109;000000;2217.7400000;2227.8800000;2201.6000000;2211.2500000;22482015752
170110;000000;2209.5300000;2237.8800000;2205.8700000;2237.4900000;36020856703
170111;000000;2233.6200000;2239.8700000;2211.1600000;2218.6100000;36461564415
170112;000000;2224.0200000;2228.5500000;2205.5500000;2212.0000000;37721551173
170113;000000;2214.2400000;2217.4700000;2173.3900000;2195.1900000;42466050989
170116;000000;2195.6700000;2202.3900000;2180.7800000;2189.0700000;23936262365
170117;000000;2189.9500000;2195.3600000;2167.8800000;2178.7300000;28139377671
170118;000000;2180.6400000;2190.0000000;2165.3200000;2170.0900000;30577942830
170119;000000;2171.4500000;2178.2200000;2151.4300000;2162.2500000;37111133409
170120;000000;2162.7100000;2165.8800000;2147.1900000;2159.9600000;31573243736
170123;000000;2160.1300000;2160.1300000;2136.3500000;2146.0900000;26168520190
170124;000000;2147.5100000;2174.5900000;2147.5100000;2174.5900000;32590542917
170125;000000;2175.4000000;2178.9200000;2163.5500000;2176.0000000;31668116818
170126;000000;2179.3400000;2230.7700000;2179.3400000;2229.2000000;43653193710
170127;000000;2226.8700000;2266.0500000;2219.6700000;2266.0500000;49995044331
170130;000000;2263.6300000;2263.6300000;2231.4000000;2234.1400000;30963964593
170131;000000;2233.6600000;2240.5700000;2215.7900000;2217.3900000;31932165591
170201;000000;2219.1900000;2231.6800000;2214.0000000;2231.6800000;28946938830
170202;000000;2231.6600000;2236.8000000;2210.1400000;2217.5600000;32135487325
170203;000000;2219.4900000;2228.0500000;2213.2200000;2226.6100000;29165706425
170206;000000;2228.8500000;2230.8600000;2202.2000000;2210.5100000;28053268013
170207;000000;2210.8700000;2218.7700000;2201.2200000;2218.7700000;24378965516
170208;000000;2215.3400000;2217.3700000;2180.2100000;2189.6100000;36147621890
170209;000000;2192.2400000;2196.0800000;2160.4200000;2173.9800000;37686993129
170210;000000;2176.7900000;2182.1800000;2156.8100000;2162.1900000;30307097937
170213;000000;2165.1200000;2174.7300000;2150.5200000;2161.4900000;30244774907
170214;000000;2162.1300000;2162.1300000;2135.0100000;2141.5000000;29242797430
170215;000000;2140.2000000;2156.3600000;2109.9300000;2137.0800000;39741338423
170216;000000;2138.7000000;2148.4800000;2127.0400000;2148.4800000;28986630294
170217;000000;2148.5800000;2148.8400000;2125.4500000;2128.2100000;30610671678
170220;000000;2132.4700000;2136.8000000;2113.0300000;2119.0900000;25017968927
170221;000000;2118.8500000;2135.9700000;2111.5500000;2127.7200000;25802257924
170222;000000;2128.9800000;2130.7400000;2094.8500000;2106.3000000;31743152868
170224;000000;2106.9600000;2106.9600000;2081.3500000;2093.0900000;24698036843
170227;000000;2095.5100000;2097.2000000;2054.9300000;2056.4600000;33521701224
170228;000000;2057.7400000;2057.7700000;2027.0500000;2035.7700000;54934965325
170301;000000;2034.2800000;2063.6700000;2030.4900000;2059.8700000;35156360450
170302;000000;2062.6100000;2076.7100000;2044.2500000;2049.0000000;39659486462
170303;000000;2046.6100000;2056.8900000;2032.2700000;2056.8900000;31462614291
170306;000000;2056.6300000;2071.6900000;2045.2800000;2047.4200000;26840317666
170307;000000;2047.5900000;2048.9800000;2009.0000000;2024.8400000;34600927950
170309;000000;2010.8500000;2020.0400000;1971.7300000;1974.2400000;56369667357
170310;000000;1977.7500000;1989.0600000;1965.2300000;1973.9600000;38834557616
170313;000000;1972.6600000;2001.7100000;1968.6100000;2000.1400000;27317778869
170314;000000;2001.4000000;2018.4200000;1990.5500000;2001.2500000;33708845678
170315;000000;2003.0900000;2018.3900000;1989.1200000;1992.5900000;28134110175
170316;000000;2001.8200000;2021.0500000;1998.2400000;2014.3700000;49622252909
170317;000000;2015.5900000;2045.8500000;2013.8200000;2036.9600000;37994492800
170320;000000;2038.9900000;2051.5000000;2024.8500000;2042.7200000;30739790860
170321;000000;2045.1900000;2067.4000000;2040.5500000;2048.0700000;34653523262
170322;000000;2042.6500000;2061.5300000;2030.5500000;2061.5300000;37041863228
170323;000000;2065.3700000;2072.9100000;2040.1800000;2051.0400000;32278458613
170324;000000;2047.7800000;2052.9000000;2036.3000000;2039.7700000;21233341858
170327;000000;2034.1000000;2034.1000000;1997.9200000;2013.1600000;25919840323
170328;000000;2016.9500000;2032.5400000;2010.9200000;2032.5400000;25069436844
170329;000000;2032.4900000;2037.5800000;2013.1300000;2023.7100000;21501534788
170330;000000;2025.0000000;2026.9400000;2012.0700000;2021.8800000;24820610557
170331;000000;2021.1600000;2022.2400000;1992.9500000;1995.9000000;22730690796
170403;000000;1998.7900000;2014.1800000;1992.6700000;2008.6100000;20591635070
170404;000000;2007.9000000;2028.0100000;2005.6100000;2025.6900000;20589349584
170405;000000;2028.7100000;2057.0300000;2028.1200000;2056.3200000;33005042734
170406;000000;2052.0500000;2058.1100000;2043.4200000;2054.6900000;22710629637
170407;000000;2046.7800000;2048.6300000;2010.9200000;2020.2300000;34870914776
170410;000000;2017.7500000;2018.0300000;1965.5800000;1971.2300000;40058371369
170411;000000;1969.1200000;1994.2600000;1965.8000000;1977.9500000;32506887352
170412;000000;1985.6900000;1986.5600000;1942.5800000;1947.8800000;29979954344
170413;000000;1954.3900000;1954.8100000;1916.6700000;1944.7000000;40271297242
170414;000000;1943.6500000;1943.6500000;1913.7100000;1916.2900000;12663595568
170417;000000;1917.1300000;1944.9300000;1902.4800000;1942.7200000;19625706303
170418;000000;1944.2800000;1949.5200000;1914.4400000;1920.2900000;27847626929
170419;000000;1920.1900000;1932.8100000;1911.3500000;1916.5000000;25154193665
170420;000000;1912.7000000;1932.2500000;1900.7200000;1932.1700000;34345740913
170421;000000;1932.8200000;1955.4300000;1932.8200000;1944.7200000;30898651747
170424;000000;1954.3100000;1979.7600000;1954.3100000;1979.5700000;35120007104
170425;000000;1983.2300000;2002.3700000;1969.0400000;1998.4100000;33295013120
170426;000000;2000.8000000;2031.0800000;1994.5200000;2026.9200000;35691294323
170427;000000;2024.4900000;2024.4900000;2005.3500000;2011.6700000;39587702578
170428;000000;2021.7400000;2031.0600000;2011.0200000;2016.7100000;35207847108
170502;000000;2022.1900000;2044.2400000;2020.5500000;2026.8500000;31117806259
170503;000000;2024.4000000;2027.6500000;1992.3300000;1993.6600000;35180986733
170504;000000;1994.1600000;2015.6100000;1989.4400000;1998.8700000;30938975811
170505;000000;1989.8800000;2002.4100000;1982.9700000;2002.4100000;25800797651
170510;000000;2012.8400000;2028.2100000;2005.4000000;2028.2100000;31628194140
170511;000000;2028.2600000;2028.5800000;1991.8100000;2002.5400000;31574420991
170512;000000;2003.9200000;2004.0300000;1983.8300000;1994.5800000;24917567498
170515;000000;1995.6000000;2008.1100000;1984.0600000;2003.1200000;31075420850
170516;000000;2000.2000000;2002.2500000;1987.2100000;1992.9400000;30635088434
170517;000000;1989.0200000;1999.5600000;1982.9700000;1994.3500000;25668959798
170518;000000;1989.0500000;1996.8500000;1961.2000000;1967.6600000;40964076079
170519;000000;1969.7300000;1977.0300000;1954.3200000;1962.4000000;31187471685
170522;000000;1966.6600000;1966.6600000;1941.7800000;1950.5100000;23602706319
170523;000000;1950.2700000;1966.1900000;1945.5000000;1960.1600000;27659608068
170524;000000;1958.2200000;1965.9500000;1937.1300000;1951.9800000;28695792399
170525;000000;1955.8300000;1960.9500000;1939.9700000;1947.2600000;25550829769
170526;000000;1944.1600000;1945.0300000;1930.7600000;1934.2500000;30647468029
170529;000000;1934.6600000;1945.8200000;1931.4500000;1940.7700000;20422932144
170530;000000;1938.0600000;1939.7400000;1927.2800000;1932.9100000;25322211657
170531;000000;1934.0300000;1936.6500000;1893.3900000;1900.3800000;58483345877
170601;000000;1900.8900000;1904.8200000;1862.6000000;1869.6600000;38372436799
170602;000000;1868.7500000;1881.9700000;1849.5700000;1881.8700000;35812609333
170605;000000;1882.8300000;1894.5000000;1871.2900000;1877.6900000;23408584007
170606;000000;1877.3600000;1882.9400000;1867.8800000;1870.0400000;20948993561
170607;000000;1870.6900000;1889.4500000;1867.9700000;1868.4200000;26889290070
170608;000000;1869.4900000;1874.4500000;1851.6300000;1874.2100000;33402130491
170609;000000;1873.2600000;1888.9200000;1866.3000000;1883.3400000;25386395503
170613;000000;1871.0700000;1871.2900000;1857.2600000;1861.2700000;29671134220
170614;000000;1861.5000000;1862.3000000;1834.5100000;1838.3200000;36461031355
170615;000000;1833.4200000;1833.4200000;1774.5600000;1817.8200000;173421740920
170616;000000;1818.8700000;1833.7000000;1811.4500000;1822.9100000;35469707369
170619;000000;1820.8300000;1851.7000000;1820.1100000;1849.7800000;26321139977
170620;000000;1850.3800000;1870.5600000;1846.7000000;1857.9600000;33485030802
170621;000000;1858.2400000;1861.0300000;1844.0600000;1850.8100000;30857178987
170622;000000;1842.6200000;1863.4200000;1836.0200000;1860.0500000;32802839592
170623;000000;1859.6300000;1876.3600000;1850.2200000;1867.4600000;25106525100
170626;000000;1870.3300000;1880.1100000;1857.0300000;1860.3900000;22580884817
170627;000000;1857.2400000;1884.4100000;1849.4200000;1878.9400000;26711284361
170628;000000;1877.0400000;1893.6500000;1864.8800000;1891.9800000;24870797072
170629;000000;1896.1200000;1902.8000000;1877.1300000;1881.0400000;27268675444
170630;000000;1879.1600000;1895.9800000;1877.5700000;1879.5000000;29896670125
170703;000000;1886.7200000;1902.5900000;1881.9800000;1902.5900000;21689196815
170704;000000;1902.6400000;1919.2300000;1899.1700000;1917.4000000;23689847047
170705;000000;1917.3600000;1924.5300000;1912.3100000;1921.3800000;27620038524
170706;000000;1920.5900000;1929.4300000;1911.9600000;1923.2200000;31039714289
170707;000000;1904.1800000;1914.2900000;1897.8700000;1912.4800000;30249061136
170710;000000;1912.7600000;1928.1000000;1908.9900000;1925.7400000;28979604237
170711;000000;1927.3400000;1938.1100000;1919.1900000;1937.6400000;28624181902
170712;000000;1938.3600000;1957.0200000;1938.3600000;1954.3900000;36305532786
170713;000000;1951.6600000;1963.3700000;1946.6100000;1959.9100000;36308674211
170714;000000;1959.8600000;1967.6000000;1955.0900000;1960.6900000;23957522767
170717;000000;1963.4200000;1972.4900000;1949.5500000;1959.1100000;21689489177
170718;000000;1956.5600000;1966.8600000;1944.8100000;1947.7100000;28468668592
170719;000000;1929.6700000;1951.8900000;1925.7000000;1951.8900000;29405243087
170720;000000;1952.1000000;1959.3300000;1941.3800000;1946.5100000;24831080038
170721;000000;1944.5700000;1944.5700000;1921.0000000;1925.1300000;24534471295
170724;000000;1921.5200000;1934.2500000;1914.6000000;1931.7500000;28107906199
170725;000000;1931.9200000;1936.2500000;1913.2400000;1923.7300000;28020010687
170726;000000;1928.1300000;1938.5600000;1923.9000000;1933.1000000;25183526803
170727;000000;1935.1200000;1945.1200000;1935.1200000;1945.1200000;25403119121
170728;000000;1940.7900000;1940.7900000;1904.2600000;1916.7500000;31617475393
170731;000000;1917.3400000;1930.2700000;1904.5600000;1919.5300000;30387149729
170801;000000;1924.7700000;1948.6200000;1924.7700000;1940.1400000;31002671935
170802;000000;1940.9500000;1966.9700000;1940.7700000;1965.4800000;30249728706
170803;000000;1965.5600000;1976.3600000;1961.3800000;1965.2900000;26140336130
170804;000000;1962.4600000;1962.4600000;1950.5700000;1953.4900000;20229496212
170807;000000;1953.6200000;1970.9600000;1953.6200000;1970.3700000;23784276377
170808;000000;1970.3000000;1989.7700000;1969.7500000;1989.6100000;27593270851
170809;000000;1984.0900000;1987.9500000;1973.0800000;1975.9100000;26564079195
170810;000000;1977.1500000;1983.7400000;1959.0500000;1960.2300000;22287880106
170811;000000;1953.5600000;1953.5600000;1933.6900000;1944.8300000;31894828734
170814;000000;1947.6900000;1960.3800000;1946.6700000;1951.7500000;18662401272
170815;000000;1950.4200000;1952.6000000;1938.5800000;1950.2800000;20469517277
170816;000000;1952.1100000;1957.6200000;1941.0700000;1942.8800000;28636974876
170817;000000;1939.6900000;1947.9500000;1936.9500000;1941.5200000;18661398261
170818;000000;1935.5300000;1937.3300000;1921.3400000;1930.7100000;25282259050
170821;000000;1932.2500000;1943.7800000;1932.2500000;1937.6600000;20365982791
170822;000000;1939.9500000;1948.2800000;1938.9000000;1947.4000000;19964888263
170823;000000;1947.7700000;1958.5800000;1944.3000000;1958.5200000;28660843505
170824;000000;1958.8300000;1973.5000000;1958.8300000;1973.5000000;29123932717
170825;000000;1975.3400000;1981.7900000;1973.3900000;1979.1400000;31208673629
170828;000000;1978.3300000;1987.2300000;1972.7600000;1987.1500000;20300626389
170829;000000;1986.1000000;1989.1200000;1967.1100000;1989.1200000;30461927222
170830;000000;1993.0000000;2009.2900000;1988.7800000;2008.8800000;36743811262
170831;000000;2006.0700000;2030.8600000;2001.6600000;2022.2200000;45476118474
170901;000000;2021.9300000;2030.3700000;2008.4900000;2010.9800000;30776971787
170904;000000;2007.4200000;2012.2900000;1999.8400000;2003.3200000;21225818753
170905;000000;2005.2300000;2014.0300000;1995.9400000;2004.0200000;30737472916
170906;000000;2001.9700000;2015.6300000;1992.6800000;2014.6000000;32869337151
170907;000000;2017.5200000;2025.3700000;2010.1700000;2010.1700000;29925513647
170908;000000;2010.5500000;2037.4800000;2010.5500000;2032.7500000;38258005714
170911;000000;2038.7800000;2049.0700000;2032.9200000;2044.1300000;36317540552
170912;000000;2045.8500000;2059.9600000;2044.0700000;2058.8000000;31288398754
170913;000000;2059.4000000;2072.9600000;2054.1900000;2054.1900000;38010560083
170914;000000;2054.6600000;2055.9300000;2036.2200000;2052.2500000;31569273510
170915;000000;2051.4700000;2061.6000000;2041.2800000;2053.8100000;32046259946
170918;000000;2055.4100000;2062.7500000;2053.6000000;2059.0800000;27791911849
170919;000000;2057.3300000;2059.1600000;2046.6100000;2048.9900000;28946468393
170920;000000;2050.6800000;2058.0800000;2044.2300000;2057.5300000;35396601120
170921;000000;2056.2700000;2066.4100000;2051.6800000;2060.2400000;33057559698
170922;000000;2059.0100000;2059.0100000;2046.3500000;2051.6300000;28074449954
170925;000000;2050.2100000;2070.8200000;2046.0100000;2069.1100000;36034399685
170926;000000;2071.6200000;2086.6500000;2070.4900000;2071.1300000;40745873808
170927;000000;2072.2700000;2085.1400000;2065.7900000;2081.1200000;29664329304
170928;000000;2080.7300000;2084.3900000;2068.5400000;2071.6400000;25543129539
170929;000000;2071.3300000;2077.2800000;2068.3900000;2077.1900000;25879486788
171002;000000;2077.1600000;2083.4300000;2072.7200000;2075.7200000;23781336284
171003;000000;2076.5300000;2084.0300000;2072.8300000;2076.8100000;29271290869
171004;000000;2076.5000000;2080.0500000;2068.7300000;2077.0900000;22612073883
171005;000000;2076.7800000;2088.6400000;2071.1900000;2088.3200000;31196036315
171006;000000;2089.3900000;2103.0500000;2089.3900000;2093.8600000;29518982080
171009;000000;2094.1600000;2100.2900000;2086.7400000;2096.2900000;21834093292
171010;000000;2096.3500000;2096.3500000;2084.4900000;2086.9100000;20851365341
171011;000000;2087.4700000;2103.2900000;2087.0700000;2101.0700000;32820233583
171012;000000;2101.3300000;2101.3300000;2090.8600000;2094.9600000;25726422026
171013;000000;2094.9400000;2105.6400000;2092.4000000;2098.7700000;27709775824
171016;000000;2101.4100000;2106.3900000;2098.0700000;2106.3900000;27713508271
171017;000000;2105.7400000;2106.4900000;2086.4100000;2092.5700000;28669238613
